collegeTeam,collegeConference,nflTeam,year,overall,round,pick,name,position
Drake,Missouri Valley,Chicago,1983,107,4,23,Pat Dunsmore,Tight End
Dayton,FBS Independents,New Orleans,1967,107,4,27,Tom Stangle,Offensive Tackle
Cincinnati,FBS Independents,Cleveland,1989,107,4,23,Andrew Stewart,Defensive End
Notre Dame,FBS Independents,New England,1970,107,5,3,Bob Olson,Linebacker
Connecticut,Big East,Buffalo,2010,107,4,9,Marcus Easley,Wide Receiver
Arizona,Pac-10,Tennessee,1998,107,4,15,Joe Salave'a,Defensive Tackle
Baylor,Southwest,Miami,1979,107,4,25,Steve Howell,Running Back
Eastern Kentucky,,New York,1982,107,4,24,George Floyd,Defensive Back
Michigan,Big Ten,Arizona,2006,107,4,10,Gabe Watson,Defensive Tackle
Purdue,Big Ten,Buffalo,1971,107,5,3,Don Green,Offensive Tackle
Tulsa,Missouri Valley,Tampa Bay,1984,107,4,23,Michael Gunter,Running Back
Cal State Fullerton,PCAA,Miami,1986,107,4,25,James Pruitt,Wide Receiver
Georgia Tech,ACC,Washington,1999,107,4,12,Nate Stimson,Linebacker
Syracuse,FBS Independents,Las Vegas,1985,107,4,23,Jamie Kimmel,Linebacker
California,Pac-12,Tennessee,2013,107,4,10,Brian Schwenke,Center
Miami,ACC,New York,2018,107,4,7,Chris Herndon,Tight End
San Diego State,PCAA,Denver,1976,107,4,15,Craig Penrose,Quarterback
Notre Dame,FBS Independents,Indianapolis,1993,107,4,23,Devon McDonald,Linebacker
East Carolina,Conference USA,Jacksonville,2002,108,4,10,David Garrard,Quarterback
Wake Forest,ACC,Tampa Bay,1990,108,4,27,Tony Mayberry,Center
NC State,ACC,New York,2004,108,4,12,Jerricho Cotchery,Wide Receiver
Notre Dame,FBS Independents,New York,2019,108,4,6,Julian Love,Cornerback
Furman,,San Francisco,2000,108,4,14,John Keith,Defensive Back
Nebraska,Big 8,New England,1973,108,5,4,Doug Dumler,Center
Oklahoma,Big 12,Denver,2011,108,4,11,Quinton Carter,Safety
Alabama,SEC,Tennessee,2015,108,4,9,Jalston Fowler,Fullback
Oregon State,Pac-10,Los Angeles,1979,108,4,26,Jerry Wilkinson,Defensive Tackle
UNLV,,Washington,1975,108,5,4,Mike Thomas,Running Back
Boston College,FBS Independents,New England,1985,108,4,24,Gerard Phelan,Wide Receiver
Utah,Mountain West,Miami,2007,108,4,9,Paul Soliai,Defensive Tackle
USC,Pac-10,Kansas City,1999,108,4,13,Larry Parker,Wide Receiver
Nebraska,Big 8,Dallas,1981,108,4,25,Derrie Nelson,Linebacker
USC,AAWU,New Orleans,1967,108,5,1,Don McCall,Running Back
Georgia,SEC,Philadelphia,1974,108,5,4,Jim Cagle,Defensive Tackle
Rutgers,Big East,Los Angeles,1994,108,4,5,Chris Brantley,Wide Receiver
Georgia Tech,ACC,Tennessee,1992,108,4,24,Mike Mooney,Offensive Tackle
Valdosta State,,Carolina,2013,108,4,11,Edmund Kugbila,Offensive Guard
Texas A&M,Southwest,Los Angeles,1987,108,4,24,Larry Kelm,Linebacker
Chattanooga,,Dallas,1991,108,4,25,Tony Hill,Defensive End
San Diego State,PCAA,Philadelphia,1971,108,5,4,Tom Shellabarger,Offensive Tackle
Baylor,Big 12,Denver,2012,108,4,13,Philip Blake,Center
Oklahoma,Big 12,Denver,2003,108,4,11,Quentin Griffin,Running Back
North Carolina Central,,Tampa Bay,2016,108,4,10,Ryan Smith,Cornerback
LSU,SEC,Washington,2020,108,4,2,Saahdiq Charles,Offensive Tackle
California,Pac-10,Minnesota,1989,108,4,24,Darryl Ingram,Tight End
Alabama,SEC,New Orleans,1995,108,4,10,Dameian Jeffries,Defensive End
South Carolina State,,New York,1970,108,5,4,Clifford McClain,Running Back
Bloomsburg,,New Orleans,2006,108,4,11,Jahri Evans,Offensive Tackle
South Carolina,SEC,Chicago,1997,108,4,12,Marcus Robinson,Wide Receiver
Mississippi State,SEC,Pittsburgh,1993,108,4,24,Kevin Henry,Defensive End
San José State,FBS Independents,Arizona,1969,108,5,4,Walter Shockley,Running Back
San Diego State,Mountain West,Atlanta,2021,108,4,3,Darren Hall,Cornerback
Nevada,Big West,Seattle,1998,108,4,16,DeShone Myles,Linebacker
Houston,Southwest,Dallas,1977,108,4,24,Guy Brown,Linebacker
Navy,FBS Independents,Las Vegas,1986,108,4,26,Napoleon McCallum,Running Back
Missouri,Big 8,Las Vegas,1978,108,4,24,Joe Stewart,Wide Receiver
Ohio State,Big Ten,Miami,2009,108,4,8,Brian  Hartline,Wide Receiver
Wisconsin,Big Ten,Green Bay,2017,108,4,1,Vince Biegel,Outside Linebacker
Alabama,SEC,Chicago,1976,108,4,16,Wayne Rhodes,Defensive Back
Washington State,Pac-10,Los Angeles,1980,108,4,25,Bob Gregor,Defensive Back
Duke,ACC,Miami,1982,108,4,25,Charles Bowser,Linebacker
Florida State,FBS Independents,Pittsburgh,1984,108,4,24,Weegie Thompson,Wide Receiver
Tennessee State,,Green Bay,1968,108,4,25,John Robinson,Wide Receiver
Florida,SEC,Dallas,1983,108,4,24,Chris Faulkner,Tight End
Bowling Green,Mid-American,Denver,2008,108,4,9,Kory Lichtensteiger,Center
Clemson,ACC,Las Vegas,2010,108,4,10,Jacoby Ford,Wide Receiver
UCLA,Pac-12,Seattle,2014,108,4,8,Cassius Marsh,Defensive End
TCU,Western Athletic,Kansas City,2001,108,4,13,George Layne,Running Back
Alcorn State,,Buffalo,1972,108,5,4,Bob Penchion,Offensive Guard
Virginia Tech,ACC,Tennessee,2005,108,4,7,Vincent Fuller,Defensive Back
Richmond,,New York,2018,108,4,8,Kyle Lauletta,Quarterback
West Texas A&M,,Dallas,2000,109,4,15,Kareem Larrimore,Defensive Back
USC,Pac-10,Cleveland,1980,109,4,26,Paul McDonald,Quarterback
Alabama,SEC,Baltimore,2003,109,4,12,Jarret Johnson,Defensive End
Michigan State,Big Ten,Cincinnati,1983,109,4,25,Steve Maidlow,Linebacker
Grambling,,Tennessee,1971,109,5,5,Willie Armstrong,Running Back
Wake Forest,ACC,Detroit,1978,109,4,25,Larry Tearry,Center
Clemson,ACC,Las Vegas,2020,109,4,3,John Simpson,Offensive Guard
Houston,FBS Independents,Cincinnati,1968,109,4,26,Warren McVea,Running Back
Florida,SEC,Dallas,1994,109,4,6,Willie Jackson,Wide Receiver
South Florida,Big East,Atlanta,2007,109,4,10,Stephen Nicholas,Linebacker
Oregon State,Pac-10,Buffalo,2004,109,4,13,Tim Euhus,Tight End
Kansas State,Big 8,Atlanta,1974,109,5,5,Henry Childs,Tight End
Notre Dame,FBS Independents,Atlanta,1981,109,4,26,John Scully,Center
Pittsburgh,Big East,Philadelphia,2008,109,4,10,Mike McGlynn,Offensive Guard
Jackson State,,Buffalo,1987,109,4,25,Leon Seals,Defensive End
Florida,SEC,Cincinnati,1969,109,5,5,Guy Dennis,Offensive Guard
Michigan,Big Ten,Philadelphia,2006,109,4,12,Jason Avant,Wide Receiver
Michigan,Big Ten,Atlanta,1972,109,5,5,Bill Taylor,Running Back
Michigan,Big Ten,Buffalo,1976,109,4,17,Dan Jilek,Linebacker
Iowa State,Big 12,Washington,2001,109,4,14,Sage Rosenfels,Quarterback
Nebraska,Big 8,New Orleans,1993,109,4,25,Derek Brown,Running Back
Tampa,,Buffalo,1970,109,5,5,Steve Starnes,Linebacker
Alabama,SEC,Miami,1984,109,4,25,Joe Carter,Running Back
Michigan,Big Ten,Buffalo,1989,109,4,25,John Kolesar,Wide Receiver
Tennessee,SEC,Dallas,1992,109,4,25,Tom Myslinski,Offensive Guard
South Carolina State,,Los Angeles,1997,109,4,13,Raleigh Roundtree,Offensive Tackle
Colorado,Pac-12,Green Bay,2013,109,4,12,David Bakhtiari,Offensive Tackle
Northern Colorado,,Pittsburgh,1999,109,4,14,Aaron Smith,Defensive End
Eastern Michigan,Mid-American,Green Bay,2009,109,4,9,T.J.  Lang,Offensive Tackle
Syracuse,FBS Independents,Cincinnati,1991,109,4,26,Rob Carpenter,Wide Receiver
Boston College,FBS Independents,Washington,1990,109,4,28,Rico Labbe,Defensive Back
Boston College,FBS Independents,New England,1986,109,4,27,Scott Gieselman,Tight End
Salem International,,Dallas,1982,109,4,26,Monty Hunter,Defensive Back
Villanova,FBS Independents,Cleveland,1975,109,5,5,John Zimba,Defensive End
Virginia Tech,Big East,Las Vegas,1998,109,4,17,Gennaro DiNapoli,Offensive Guard
Miami,ACC,Tennessee,2011,109,4,12,Colin McCarthy,Inside Linebacker
Purdue,Big Ten,Cincinnati,2002,109,4,11,Travis Dorsch,Place Kicker
Louisville,ACC,Tennessee,2021,109,4,4,Dez Fitzpatrick,Wide Receiver
Arkansas,Southwest,New England,1977,109,4,25,Gerald Skinner,Offensive Tackle
Northwestern,Big Ten,Chicago,2010,109,4,11,Corey Wootton,Defensive End
Oklahoma,Big 8,Arizona,1973,109,5,5,Tom Brahaney,Center
California,Pac-10,Dallas,1979,109,4,27,Ralph DeLoach,Defensive End
Stanford,AAWU,New York,1967,109,5,2,Dave Lewis,Running Back
Memphis,FBS Independents,Buffalo,1995,109,4,11,Ken Irvin,Defensive Back
Minnesota,Big Ten,Dallas,2005,109,4,8,Marion Barber,Running Back
Missouri,Big 8,Seattle,1985,109,4,25,Tony Davis,Tight End
Duke,ACC,Buffalo,2014,109,4,9,Ross Cockrell,Cornerback
Penn State,Big Ten,Washington,2018,109,4,9,Troy Apke,Safety
UCF,American Athletic,Indianapolis,2015,109,4,10,Clayton Geathers,Safety
Michigan State,Big Ten,Indianapolis,2019,109,4,7,Khari Willis,Safety
Washington,Pac-12,Pittsburgh,2012,109,4,14,Alameda Ta'amu,Defensive Tackle
Clemson,ACC,New York,2016,109,4,11,B.J. Goodson,Inside Linebacker
Iowa,Big Ten,Minnesota,2017,109,4,2,Jaleel Johnson,Defensive Tackle
Missouri State,,Dallas,2011,110,4,13,David Arkin,Offensive Guard
Oregon State,Pac-10,Dallas,2009,110,4,10,Victor Butler,Outside Linebacker
South Carolina State,,Cleveland,1977,110,4,26,Robert Sims,Defensive Tackle
Texas,Southwest,Cincinnati,1982,110,4,27,Rodney Tate,Running Back
North Carolina,ACC,Minnesota,1998,110,4,18,Kivuusama Mays,Linebacker
Michigan,Big Ten,New England,1993,110,4,26,Corwin Brown,Defensive Back
East Carolina,FBS Independents,New England,1990,110,5,1,Junior Robinson,Defensive Back
Oklahoma,Big 12,Jacksonville,2017,110,4,3,Dede Westbrook,Wide Receiver
Boston College,FBS Independents,Dallas,1984,110,4,26,Steve DeOssie,Linebacker
Oklahoma State,Big 8,Chicago,1986,110,4,28,Paul Blair,Offensive Tackle
Houston,Southwest,Dallas,1978,110,4,26,Alois Blackwell,Running Back
TCU,Southwest,Las Vegas,1983,110,4,26,Greg Townsend,Defensive End
Miami,ACC,Cleveland,2006,110,4,13,Leon Williams,Linebacker
USC,Pac-10,Washington,1989,110,4,26,Erik Affholter,Wide Receiver
Notre Dame,FBS Independents,Las Vegas,1987,110,4,26,Steve Beuerlein,Quarterback
Louisiana Monroe,,Seattle,1994,110,4,7,Larry Whigham,Defensive Back
Louisiana,Sun Belt,Los Angeles,2012,110,4,15,Ladarius Green,Tight End
Wisconsin,Big Ten,Las Vegas,2018,110,4,10,Nick Nelson,Cornerback
UCLA,Pac-12,New York,2020,110,4,4,Darnay Holmes,Cornerback
Utah State,Western Athletic,Miami,2008,110,4,11,Shawn Murphy,Offensive Guard
Kansas,Big 12,Los Angeles,2010,110,4,12,Darrell Stuckey,Safety
Virginia Tech,Big East,San Francisco,1999,110,4,15,Pierson Prioleau,Defensive Back
Wisconsin,Big Ten,Tennessee,2002,110,4,12,Mike Echols,Defensive Back
USC,Pac-10,Pittsburgh,1979,110,4,28,Calvin Sweeney,Wide Receiver
Texas,Southwest,Denver,1992,110,4,26,Chuck Johnson,Offensive Guard
Syracuse,FBS Independents,Pittsburgh,1980,110,4,27,Bill Hurley,Quarterback
Illinois,Big Ten,Chicago,1975,110,5,6,Revie Sorey,Offensive Guard
Ohio State,Big Ten,Philadelphia,1981,110,4,27,Calvin Murray,Running Back
Washington,Pac-10,Dallas,1995,110,4,12,Eric Bjornson,Wide Receiver
Morningside,,Las Vegas,1976,110,4,18,Herb McMath,Linebacker
Tuskegee,,Cincinnati,1971,110,5,6,Arthur May,Defensive End
Michigan State,Big Ten,Tennessee,1970,110,5,6,Ron Saul,Offensive Guard
Utah,Pac-12,San Francisco,2019,110,4,8,Mitch Wishnowsky,Punter
California,Pac-10,Kansas City,1997,110,4,14,Pat Barnes,Quarterback
Hofstra,,Denver,1967,110,5,3,Fran Lynch,Running Back
Texas,Big 12,Chicago,2004,110,4,14,Nathan Vasher,Defensive Back
Cincinnati,American Athletic,Cleveland,2021,110,4,5,James Hudson,Offensive Tackle
Oklahoma,Big 8,New York,1974,110,5,6,Gary Baccus,Linebacker
Colorado State,Western Athletic,Denver,1985,110,4,26,Keli McGregor,Tight End
Pittsburgh,ACC,Minnesota,2015,110,4,11,T.J. Clemmings,Offensive Tackle
Arkansas-Pine Bluff,,Buffalo,1973,110,5,6,Wallace Francis,Wide Receiver
Cincinnati,Big East,Las Vegas,2007,110,4,11,John Bowie,Defensive Back
Alabama A&M,,New England,1969,110,5,6,Onree Jackson,Quarterback
Texas Southern,,Dallas,1991,110,4,27,Kevin Harris,Defensive End
Iowa State,Big 12,Seattle,2003,110,4,13,Seneca Wallace,Quarterback
Southern Illinois,,New York,2005,110,4,9,Brandon Jacobs,Running Back
Utah State,Mountain West,Los Angeles,2014,110,4,10,Maurice Alexander,Safety
Western Kentucky,Conference USA,Los Angeles,2016,110,4,12,Tyler Higbee,Tight End
North Carolina,ACC,Buffalo,2001,110,4,15,Brandon Spoon,Linebacker
Syracuse,Big East,New York,2013,110,4,13,Ryan Nassib,Quarterback
Wyoming,Western Athletic,Arizona,1972,110,5,6,Conrad Dobler,Offensive Guard
Michigan,Big Ten,Cleveland,2000,110,4,16,Aaron Shea,Tight End
Utah,Western Athletic,Las Vegas,1968,110,4,27,Charles Smith,Running Back
Syracuse,Big East,Pittsburgh,2013,111,4,14,Shamarko Thomas,Safety
Nebraska,Big 8,Denver,1987,111,4,27,Marc Munford,Linebacker
San Diego State,Western Athletic,Los Angeles,1983,111,4,27,Doug Reed,Defensive End
LIU-C.W. Post,,Atlanta,1994,111,4,8,Perry Klein,Quarterback
Miami (OH),Mid-American,Los Angeles,2000,111,4,17,Trevor Gaylor,Wide Receiver
Tennessee,SEC,New England,1982,111,4,28,Brian Ingram,Linebacker
Tennessee,SEC,Seattle,1977,111,4,27,Larry Seivers,Wide Receiver
Georgia,SEC,Miami,2020,111,4,5,Solomon Kindley,Offensive Guard
Arizona,Pac-10,Detroit,1980,111,5,1,Mark Streeter,Defensive Back
Virginia,ACC,Arizona,2005,111,4,10,Elton Brown,Offensive Guard
Kansas State,Big 8,Minnesota,1995,111,4,13,Chad May,Quarterback
Arizona,Pac-10,Cincinnati,1989,111,4,27,Rob Woods,Offensive Tackle
Missouri,Big 12,Cleveland,2008,111,4,12,Martin Rucker,Tight End
North Carolina,ACC,Cincinnati,2014,111,4,11,Russell Bodine,Center
Ohio State,Big Ten,Tampa Bay,2004,111,4,15,Will Allen,Defensive Back
Wisconsin,Big Ten,Miami,1985,111,4,27,Jeff Dellenbach,Offensive Tackle
Louisiana Tech,Southland,Las Vegas,1981,111,4,28,Johnny Robinson,Defensive Tackle
Miami,Big East,Cincinnati,1997,111,4,15,Tremain Mack,Defensive Back
Kansas State,Big 8,New Orleans,1972,111,5,7,Bill Butler,Running Back
Purdue,Big Ten,Chicago,1999,111,4,16,Rosevelt Colvin,Defensive End
Fresno State,Western Athletic,Buffalo,2007,111,4,12,Dwayne Wright,Running Back
Maryland,ACC,New York,1991,111,4,28,Clarence Jones,Offensive Tackle
Purdue,Big Ten,Buffalo,1992,111,4,27,Frank Kmet,Defensive End
Florida State,ACC,New England,2015,111,4,12,Tre Jackson,Offensive Guard
East Carolina,FBS Independents,Pittsburgh,1984,111,4,27,Terry Long,Offensive Guard
Michigan State,Big Ten,Los Angeles,2018,111,4,11,Brian Allen,Center
Tulane,American Athletic,Cincinnati,2021,111,4,6,Cameron Sample,Defensive End
Texas A&M,Big 12,Carolina,2009,111,4,11,Mike  Goodson,Running Back
Notre Dame,FBS Independents,Miami,1978,111,5,1,Ted Burgmeier,Defensive Back
Notre Dame,FBS Independents,Los Angeles,1975,111,5,7,Kevin Nosbusch,Defensive Tackle
Bowling Green,Mid-American,Arizona,1970,111,5,7,Tom Lloyd,Offensive Tackle
Southern Utah,,Detroit,2016,111,4,13,Miles Killebrew,Safety
Colorado,Pac-12,Seattle,2017,111,4,4,Tedric Thompson,Safety
Temple,Mid-American,Chicago,2012,111,4,16,Evan Rodriguez,Tight End
Virginia Tech,Big East,Cleveland,2002,111,4,13,Ben Taylor,Linebacker
Memphis,FBS Independents,Buffalo,1993,111,4,27,Russell Copeland,Wide Receiver
Norfolk State,,Atlanta,1971,111,5,7,Ray Jarvis,Wide Receiver
Oregon,Pac-10,Seattle,2010,111,4,13,Walter Thurmond,Cornerback
Florida,SEC,Philadelphia,1976,111,4,19,Mike Smith,Defensive End
Oregon,Pac-10,Baltimore,2006,111,4,14,Demetrius Williams,Wide Receiver
Temple,Big East,Pittsburgh,2001,111,4,16,Mathias Nkwenti,Offensive Tackle
Ohio State,Big Ten,Denver,1990,111,5,2,Jeff Davidson,Offensive Guard
Minnesota,Big Ten,Arizona,1974,111,5,7,Steve Neils,Linebacker
Mississippi Valley State,,Buffalo,1986,111,5,1,Carl Byrum,Running Back
Houston,FBS Independents,Denver,1968,111,4,28,Gus Hollomon,Defensive Back
Virginia Tech,FBS Independents,Miami,1973,111,5,7,Don Strock,Quarterback
Michigan,Big Ten,San Francisco,1979,111,5,1,Tom Seabron,Linebacker
Ohio State,Big Ten,Atlanta,2019,111,4,9,Kendall Sheffield,Cornerback
Tulane,FBS Independents,Tennessee,1967,111,5,4,Peter Johns,Defensive Back
Syracuse,FBS Independents,New Orleans,1969,111,5,7,Anthony Kyasky,Defensive Back
Northwestern State,,Buffalo,2003,111,4,14,Terrence McGee,Defensive Back
Abilene Christian,,Miami,2011,111,4,14,Edmond Gates,Wide Receiver
Cincinnati,Conference USA,New York,1998,111,4,19,Jason Fabini,Offensive Tackle
Tennessee,SEC,Las Vegas,1977,112,4,28,Mickey Marvin,Offensive Guard
Marshall,,San Francisco,1989,112,4,28,Mike Barber,Wide Receiver
Indiana,Big Ten,Cleveland,2006,112,4,15,Isaac Sowells,Offensive Guard
Georgia,SEC,New England,2016,112,4,14,Malcolm Mitchell,Wide Receiver
Utah State,FBS Independents,Minnesota,1969,112,5,8,Mike O'Shea,Wide Receiver
Penn State,Big Ten,Tennessee,2014,112,4,12,DaQuan Jones,Defensive Tackle
Montana State,,Los Angeles,1975,112,5,8,Wayne Hammond,Defensive Tackle
North Carolina A&T,,Pittsburgh,1971,112,5,8,Melvin Holmes,Offensive Tackle
California,Pac-10,Philadelphia,1998,112,4,20,Brandon Whiting,Defensive Tackle
Stanford,Pac-12,Washington,2019,112,4,10,Bryce Love,Running Back
Indiana,Big Ten,San Francisco,1973,112,5,8,Mike Fulk,Linebacker
Colorado,Big 8,Miami,1994,112,4,9,Ronnie Woolfork,Linebacker
Ohio,Mid-American,Baltimore,2002,112,4,14,Dave Zastudil,Punter
Georgia,SEC,New England,1974,112,5,8,Andy Johnson,Running Back
New Mexico,Mountain West,Houston,2009,112,4,12,Glover Quin,Safety
Nebraska,Big 12,Los Angeles,2001,112,4,17,Carlos Polk,Linebacker
Hawai'i,Western Athletic,Los Angeles,2011,112,4,15,Gregory Salas,Wide Receiver
Washington State,Pac-10,New York,1990,112,5,3,Tony Savage,Defensive Tackle
Georgia,SEC,Buffalo,1983,112,4,28,Jimmy Payne,Defensive End
William & Mary,,Washington,1992,112,4,28,Chris Hakel,Quarterback
Washington State,AAWU,Cincinnati,1968,112,5,1,Dave Middendorf,Offensive Guard
Florida,SEC,Denver,2000,112,4,18,Cooper Carlisle,Offensive Tackle
Michigan,Big Ten,New England,1991,112,5,1,Jon Vaughn,Running Back
Southern,,San Francisco,1980,112,5,2,Kenneth Times,Defensive Tackle
Florida,SEC,Minnesota,2005,112,4,11,Ciatrick Fason,Running Back
Miami,FBS Independents,New England,1982,112,5,1,Fred Marion,Defensive Back
TCU,Western Athletic,Los Angeles,1997,112,4,16,Ryan Tucker,Center
Kansas,Big 12,Cincinnati,2008,112,4,13,Anthony Collins,Offensive Tackle
Ohio State,Big Ten,Los Angeles,2003,112,4,15,Matt Wilhelm,Linebacker
Northwestern,Big Ten,New York,1999,112,4,17,Sean Bennett,Running Back
Northwestern State,,New York,1987,112,4,28,Odessa Turner,Wide Receiver
Missouri,Big 8,Kansas City,1979,112,5,2,Earl Gant,Running Back
Tennessee State,FBS Independents,Kansas City,1978,112,5,2,Jerrold McRae,Wide Receiver
Nebraska,Big 8,Pittsburgh,1976,112,4,20,Wonder Monds,Defensive Back
American International,,Atlanta,1967,112,5,5,Bill Delaney,Tight End
Miami,ACC,Cincinnati,2018,112,4,12,Mark Walton,Running Back
Syracuse,Big East,New England,1995,112,4,14,Dave Wohlabaugh,Center
SMU,Southwest,Buffalo,1985,112,4,28,Dale Hellestrae,Offensive Tackle
Baylor,Southwest,Chicago,1993,112,4,28,ALBert Fontenot,Defensive End
Rutgers,FBS Independents,Atlanta,1970,112,5,8,Bruce VanNess,Running Back
USC,Pac-10,New York,2010,112,4,14,Joe McKnight,Running Back
Nebraska,Big 8,New Orleans,1972,112,5,8,Carl Johnson,Offensive Tackle
Alabama,SEC,Chicago,2017,112,4,5,Eddie Jackson,Safety
Penn State,FBS Independents,Tampa Bay,1984,112,4,28,Ron Heller,Offensive Tackle
UCLA,Pac-12,Los Angeles,2020,112,4,6,Joshua Kelley,Running Back
USC,Pac-12,Detroit,2021,112,4,7,Amon-Ra St. Brown,Wide Receiver
Oklahoma,Big 8,New Orleans,1981,112,5,1,Louis Oubre,Offensive Tackle
Arkansas,SEC,Las Vegas,2013,112,4,15,Tyler Wilson,Quarterback
Baylor,Big 12,Pittsburgh,2007,112,4,13,Daniel Sepulveda,Punter
Maryland,ACC,Tampa Bay,1986,112,5,2,J.D. Maarleveld,Offensive Tackle
Maryland,ACC,Chicago,2004,112,4,16,Leon Joe,Linebacker
Ole Miss,SEC,Arizona,2012,112,4,17,Bobby Massie,Offensive Tackle
Alabama,SEC,Washington,2015,112,4,13,Arie Kouandjio,Offensive Guard
Tulsa,Missouri Valley,Indianapolis,1983,113,5,1,Sid Abramowitz,Offensive Tackle
Clemson,ACC,Dallas,1989,113,5,1,Keith Jennings,Tight End
Oklahoma State,Big 12,Baltimore,2019,113,4,11,Justice Hill,Running Back
Mississippi State,SEC,Tennessee,2005,113,4,12,David Stewart,Offensive Tackle
Virginia,ACC,Denver,1969,113,5,9,Frank Quayle,Running Back
Oklahoma,Big 8,Indianapolis,1982,113,5,2,Terry Crouch,Offensive Guard
Georgia Tech,ACC,New England,1993,113,5,1,Scott Sisson,Place Kicker
Arkansas,Southwest,Washington,1986,113,5,3,Ravin Caldwell,Linebacker
Alabama,SEC,Los Angeles,2013,113,4,16,Barrett Jones,Center
Stanford,Pac-10,Buffalo,1995,113,4,15,Justin Armour,Wide Receiver
Virginia Tech,Big East,Minnesota,1997,113,4,17,Antonio Banks,Defensive Back
Minnesota,Big Ten,Denver,2001,113,4,18,Ben Hamilton,Center
Minnesota,Big Ten,New England,1990,113,5,4,Jon Melander,Offensive Tackle
Richmond,,Washington,1998,113,4,21,Shawn Barber,Linebacker
Johnson Smith,,Buffalo,1971,113,5,9,Tim Beamer,Defensive Back
Florida State,ACC,Tampa Bay,1999,113,4,18,Dexter Jackson,Defensive Back
Western Ontario,,Los Angeles,2009,113,4,13,Vaughn  Martin,Defensive Tackle
